time,query,answer,AnswerImageUrl,intent,ner_tag,timepoint,day,detailloc
1:39:9,후생관 ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
1:40:30,행정학과 과사,사무실   인문사회관 329호 3층   T 063 270 2943 F 063 270 2944,,학과사무실,행정학과,인식하지못함,인식하지못함,인식하지못함
1:44:34,도북아,이해하기가 힘들어요        조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:44:34,도북아 ,         무슨 말인지 잘 모르겠어요  더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:44:39,도북이 바보,한국어 너무 어려워요         조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:44:42,고마워,한국어 너무 어려워요         더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:44:43,기설 과사,사무실   공대 3호관 211호 T 063 270 2452 F 063 270 2460,,학과사무실,기계설기공학과,인식하지못함,인식하지못함,인식하지못함
1:44:48,토목 과사,사무실   공대1호관 263호 T 063 270 2420 F 063 270 2421,,학과사무실,토목공학,인식하지못함,인식하지못함,인식하지못함
1:44:49,진수당,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
1:44:51,기설 번호,사무실   공대 3호관 211호 T 063 270 2452 F 063 270 2460,,학과사무실,기계설기공학과,인식하지못함,인식하지못함,인식하지못함
1:44:53,진수당 저녁,진수원 수요일 저녁 참치김치찌개 라면사리돈까스 샐러드아비꼬카레소시지떡볶음,,교내학식,진수원,저녁,수요일,인식하지못함
1:44:54,항공 번호,가지고 있는 데이터가 없어요   ,,학과사무실,번호,인식하지못함,인식하지못함,인식하지못함
1:44:57,기시공과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:44:59,머야,아직 공부를 별로 안했어요          말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:45:0,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:45:1,목요일 후생관 점심,목요일 후생관 메뉴 찌개 사골순대국밥 요구르트 돌솥 김치베이컨치즈돌솥 특 식 운영없음 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,목요일,인식하지못함
1:45:3,기시공,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:45:9,기시공 과사무실,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:45:18,무역 과사,아직 공부를 별로 안했어요          혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:45:40,아응 과사,사무실   공대 1호관 142호 T 063 270 4773  4778 F 063 270 4542,,학과사무실,it응용시스템공학과,인식하지못함,인식하지못함,인식하지못함
1:45:45,머해,한국어 너무 어려워요         혹시 식당 운영시간을 검색하시나요  어떤 식당인지도 알려주실래요            ,,교내식당 운영시간,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:45:53,후생관 운영시간,상시판매 11 00 13 30,,교내식당 운영시간,후생관 운영시간,인식하지못함,인식하지못함,인식하지못함
1:45:57,운영시간,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:46:5,정외,이해하기가 힘들어요        조금 더 자세히 입력해주세요        ,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:7,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:46:8,정외과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:13,정외과 과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:17,정치외교과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:21,정치외교 과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:26,과사,아직 공부를 별로 안했어요          혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:46:40,정외,너무 어려워요                 더 자세히 말씀해주실 수 있나요              ,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:42,기시공,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:46:43,정외과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
1:46:47,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:46:51,기시공과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:46:53,무역학과 과사,사무실   상과대학 제2호관 301호실  T 063 270 3009  3013 F 063 270 3041,,학과사무실,무역학과,인식하지못함,인식하지못함,인식하지못함
1:46:58,무역 과사,한국어 너무 어려워요         혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:47:3,경영 과사,한국어 너무 어려워요         혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:47:5,멍청이,         무슨 말인지 잘 모르겠어요  조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:47:9,총학 인스타,https   www instagram com jbnu ch ,,sns안내,총학생회,인식하지못함,인식하지못함,인식하지못함
1:47:15,전율인스타,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:47:19,전율 sns,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:47:24,총동연,https   www instagram com jbnu ch ,,sns안내,총학생회,인식하지못함,인식하지못함,인식하지못함
1:47:26,   ,한국어 너무 어려워요         어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:49:44,경제학부 과사,사무실   상대 제2호관 3층 315호  T 063 270 3001 F 063 270 3040,,학과사무실,경제학부,인식하지못함,인식하지못함,인식하지못함
1:49:48,경제학과,이해하기가 힘들어요        어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:49:51,농경제,사무실   농생대 4호관 418호실 T 063 270 2532 F 063 270 2635,,학과사무실,농경제유통학부 농업경제학전공,인식하지못함,인식하지못함,인식하지못함
1:50:7,공1,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,1호관
1:50:28,상2,http   kko to qrWWTYeBE4,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,2호관
1:50:34,공대5,http   kko to  718ibrnoU,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,5호관
1:50:37,공대7,http   kko to gnD1U17KCK,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,7호관
1:50:39,공7,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,7호관
1:51:9,사과대,http   kko to DE7z2PMWSm,,위치,전북대학교 사회과학대학,인식하지못함,인식하지못함,인식하지못함
1:56:17,장학금 신청, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
1:56:33,공대 어디야,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
1:56:43,후생관 언제열어,상시판매 11 00 13 30,,교내식당 운영시간,후생관 운영시간,인식하지못함,인식하지못함,인식하지못함
1:56:47,후생관 운영시간,상시판매 11 00 13 30,,교내식당 운영시간,후생관 운영시간,인식하지못함,인식하지못함,인식하지못함
2:3:43,후생관 운영시간,후생관 운영시간 상시판매 11 00 13 30,,교내식당 운영시간,후생관 운영시간,인식하지못함,인식하지못함,인식하지못함
2:19:8,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:19:13,기시공과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:19:21,기계설계공학부  과사,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:19:39,기설과사,기계설기공학과 사무실 사무실   공대 3호관 211호 T 063 270 2452 F 063 270 2460,,학과사무실,기계설기공학과,인식하지못함,인식하지못함,인식하지못함
2:19:48,기계설기공학과 사무실,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:24:30,기설과사,기계설계공학과 사무실 사무실   공대 3호관 211호 T 063 270 2452 F 063 270 2460,,학과사무실,기계설계공학과,인식하지못함,인식하지못함,인식하지못함
2:24:50,나 장학금 신청하려구   ,이해하기가 힘들어요        조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:24:53,정 과사,너무 어려워요                 말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:24:56,정외,         무슨 말인지 잘 모르겠어요  더 자세히 말씀해주실 수 있나요              ,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
2:24:57,장학금 신청하려구   , 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:24:59,정외과사,정치외교학과 사무실 사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
2:24:59,상과대학 3호관 어디야 ,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
2:25:3,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
2:25:3,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:25:7,공대 본관 어디 ,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
2:25:7,기시공과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:25:12,기시공 사무실,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:25:12,후생관 운영시간,후생관 운영시간 상시판매 11 00 13 30,,교내식당 운영시간,후생관 운영시간,인식하지못함,인식하지못함,인식하지못함
2:25:21,도북아 전대누리 sns,https   www instagram com jbnu1947 ,,sns안내,전북대학교,인식하지못함,인식하지못함,인식하지못함
2:25:21,진수원 점심 뭐야 ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
2:25:23,   ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
2:25:25,기계시스템 과사,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:25:35,나 장학금 신청하려구   ,너무 어려워요                 조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:25:38,참빛 운영시간,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
2:25:45,기공 과사,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:25:52,기시공,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:25:57,기시곤 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:26:0,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:27:0,정외 과사,정치외교학과 사무실 사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
2:27:11,기공 과사,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:27:15,기계시스템,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:27:19,기시공,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:27:57,공7,이해하기가 힘들어요        어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,7호관
2:28:5,나 공지알랴줘, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:29:10,운영시간,한국어 너무 어려워요         어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:29:14,기시공 과사 어디야 ,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:29:15,너 뭐 해 ,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:29:18,뭐하니,이해하기가 힘들어요        조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:29:21,기시공을 왜 몰라  ,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
2:29:27,중어중문,중어중문학과 사무실 사무실   인문사회관 432호 4층   T 063 270 3215 F 063 270 3223,,학과사무실,중어중문학과,인식하지못함,인식하지못함,인식하지못함
2:29:30,중문,중어중문학과 사무실 사무실   인문사회관 432호 4층   T 063 270 3215 F 063 270 3223,,학과사무실,중어중문학과,인식하지못함,인식하지못함,인식하지못함
2:29:32,국교,국어교육과 사무실 사무실   사범대 본관 4층 423호  T 063 270 2711 F 063 270 2718,,학과사무실,국어교육과,인식하지못함,인식하지못함,인식하지못함
2:30:18,수고했어,한국어 너무 어려워요         조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:30:24,잘자랑,너무 어려워요                 말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:31:17,건축공,건축공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,건축공학과,인식하지못함,인식하지못함,인식하지못함
2:31:33,아응,한국어 너무 어려워요         조금 더 자세히 입력해주세요        ,,학과사무실,it응용시스템공학과,인식하지못함,인식하지못함,인식하지못함
2:31:37,아응 과서,IT응용시스템공학과 사무실 사무실   공대 1호관 142호 T 063 270 4773  4778 F 063 270 4542,,학과사무실,it응용시스템공학과,인식하지못함,인식하지못함,인식하지못함
2:31:47,기계,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:32:31,건축,한국어 너무 어려워요         혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
2:32:36,기계,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
2:32:40,건축공,건축공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,건축공학과,인식하지못함,인식하지못함,인식하지못함
2:32:57,고분자,고분자나노공학과 사무실 사무실   공대 9호관 719호 T 063 270 2335 F 063 270 2341,,학과사무실,고분자나노공학과,인식하지못함,인식하지못함,인식하지못함
2:43:35,공대   ,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
2:44:1,   ,너무 어려워요                 조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
3:47:48,후생관,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
3:48:3,진수당,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
5:0:20,도북아,         무슨 말인지 잘 모르겠어요  말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
8:20:58,후생 학식,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
8:46:4,기공 과사,기계공학과 사무실 사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
8:52:10,기계공학과 과사무실,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
8:52:49,기공과서,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
8:58:47,오늘밥뭐나옴,         무슨 말인지 잘 모르겠어요  혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
8:58:52,오늘밥뭐노,한국어 너무 어려워요         혹시 식당 운영시간을 검색하시나요  어떤 식당인지도 알려주실래요            ,,교내식당 운영시간,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:17:24,장학금 정보 궁금해, 해외어학연수  2022동계방학 및 2023 1학기 해외어학연수 파견학생 추가 선발 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51729  공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:18:7,도북아 오늘 밥 뭐나와,아직 공부를 별로 안했어요          혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
9:23:39,도북아,아직 공부를 별로 안했어요          조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:23:44,중문,중어중문학과 사무실 사무실   인문사회관 432호 4층   T 063 270 3215 F 063 270 3223,,학과사무실,중어중문학과,인식하지못함,인식하지못함,인식하지못함
9:23:54,문헌정보,한국어 너무 어려워요         말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:24:0,문헌정보 과사,문헌정보학과 사무실 사무실   인문사회관 427호 4층   T 063 270 3253 F 063 270 3260,,학과사무실,문헌정보학과,인식하지못함,인식하지못함,인식하지못함
9:24:2,기공,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
9:43:48,상과대학 3호관 어디야 ,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
9:44:3,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
9:45:22,   ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
9:45:52,편의점,         무슨 말인지 잘 모르겠어요  조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:45:59,후생관 점심 뭐야 ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
