의도,개체,시점,요일,세부위치,질문,답변,답변이미지
학과사무실,과학교육학부 화학교육전공,,,,과사 위치 띄워. 과교부 화학이야,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,과교부 화학 사무실 위치가 어디에요?,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 과사무실 가려면 어떻게 해요?,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 과사 전화번호 알려줘,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 과사 어디야?,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 위치 과사무실,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,과사무실 오브 화교,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 과사무실은 어딨는거야,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 사무실에 가고싶어,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 과사에 갈래,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,과학교육학부 화학교육전공,,,,화교 과사무실 ㅇㄷ,"사무실 : 사범대 과학관 113호 
T 063-270-2810
F 063-270-2811",
학과사무실,교육학과,,,,교육학과 삼실 ㅇㄷ,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,나 교육학과에 전화해야돼.,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육학과 과사무실은 어디에 있죠?,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육학과 사무실 ㅇㄷ,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육학과 과사 어딨슈,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육학과 사무실 찾고있엉,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육학과 과사 위치,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육학과 삼실 어딨냐,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,어디로 가야 교육학과 과사가 나오나,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,어데 교육학과 과사가 있죠?,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,어디에 교육학과 과사무실이 있는거죠?,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,급해요 급해 교육학과 과사!!,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,과사무실 가는 길 알려줘 교육,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,웨얼 이즈 교육 과사?,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,위치좀 알려주라 교육 사무실,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,삼실 가고 싶은데 교육야.,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,삼실 위치 알려줘. 교육,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육 과사는 어디로 가야돼?,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육 사무실 위치 딱 대,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,교육학과,,,,교육 과삼실 장소 알려줘,"사무실 : 진수당 교육연구동 2층 204호 
T 063-270-2739
F 063-270-2743",
학과사무실,국어교육과,,,,국어교육과 과사 오디있엉??,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국어교육과 과사무실,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국어교육과 사무실 장소를 알려주십시오.,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국어교육과 과사 어디로 가야해?,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국어교육과 사무실 위치좀 알려줘,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국어교육과 과사가 어딨는지를 모르겠네,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국어교육과 사무실 장소를 모르겠어,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,나 국교과 번호 필요해.,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 ㅂㅎ,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,전화번호 불러줘. 국교과야.,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,내가 원하는건 국교과 전화번호,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 버노 알려줘,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 과사 버노 알려줘,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 과삼실 번호 알려주셈,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 몇번이야?,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 과사에 저나하고싶은데,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,저나버노 필요해! 국교과! 급해!!,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,어디로 걸어야 국교과인가요,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과에 문의할게 있는데,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,국어교육과,,,,국교과 연락처좀 알려줘,"사무실 : 사범대 본관 4층 423호 
T 063-270-2711
F 063-270-2718",
학과사무실,독어교육과,,,,독어교육과 연락처가 필요해,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,어디로 걸어야 독어교육과 과사야?,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,전화번호 띄워봐. 독어교육과,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독어교육과 사무실 번호 알려줘,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독어교육과 과삼실 연락처,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독어교육과 삼실 버노,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독어교육과 전화번호 플리즈,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,아이 니드 독어교육과 과사 연락처,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,과사 번호 오브 독어교육과,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,나 독어교육과 과사에 용건이 있어,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,나 독어교육과 사무실에 볼 일이 이썽,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 사무실에 용무가 있습니다,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 과사 조교한테 뭐 물어볼게 있는데,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 과사무실 어디에요?,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 과사무실 ㅇㄷ?,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 과사무실은 어디로 가야 하죠?,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,과사무실인데 독교과인..,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 과사무실 위치를 알려줘용,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 과사무실 전화번호 알려주세요,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,독어교육과,,,,독교과 사무실 어딘가요?,"사무실 : 사범대 본관 3층 302호
T 063-270-2720
F 063-270-2721",
학과사무실,수학교육과,,,,수학교육과 사무실 위치,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,사무실 오브 수학교육과,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 사무실 가려구.,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 사무실 오딩?,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,사무실인데 수학교육과꺼 번호,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,사무실 가려고 하는데 수학교육과야.,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 사무실은 어딥니까?,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 사무실 위치,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 사무실 위치 알려줘,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 삼실 어댜??,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 사무실 어딨엉,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수학교육과 과사 위치,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 ㄱㅅ 위치,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 과사 ㅇㅊ,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 과사 어딨죠?,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,과사 오브 수교과 알려줘요,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 과사무실 전화번호좀.,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 과사무실이 어디야?,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 사무실 위치,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,수학교육과,,,,수교과 과사무실 알려줭,"사무실 : 사범대 본관 4층 403호 
T 063-270-2791
F 063-270-2792",
학과사무실,역사교육과,,,,역사교육과 사무실은 어디 건물에?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 사무실 위치 알려주셈,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 사무실은 오딨는거야,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 사무실 ㅇㄷ,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 과사 어딨죠?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,어디로 가야 역사교육과 과사가 나와요?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 사무실 위치,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 삼실 어딨어,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역사교육과 삼실 위치 알려줘,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,어디에 있나 역사교육과 과사,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,위치가 어디냐 역사교육과 사무실,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,사무실 오브 역교과,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,삼실갈래 역교과,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,과사 오브 역교과,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역교과 과사 어디야,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역교과 과사 위치,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역교과 과사 위치,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역교과 삼실,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,사무실 위치좀 알려줘. 역교과이야.,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,역사교육과,,,,역교과 과사 연락처좀 알려주셈,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,영어교육과,,,,영어교육과 사무실이 어디죠?,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 삼실 위치,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 과사좀 가자,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 사무실 ㅇㄷ,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 과사 저나버노,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 과사 위치 알려줘,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 사무실 어디야?,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,전화해야되는데 영어교육과 과사 버노좀.,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,과사무실인데 영어교육과,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,과사인데 영어교육과꺼,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영어교육과 과사무실 위치,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영교과 과사무실 어딨습니까?,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,과사 위치를 알려달라. 영교과이니라.,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영교과 삼실 위치 알려줘,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,영교과 과사는 어디로 가야 있는거야?,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,과산데 영교과이야.,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,과사 위치좀 띄워봐. 영교과임.,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,어디로 가야 영교과 과사에요?,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,어딨나 영교과 과사,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,영어교육과,,,,사무실 오브 영교과,"사무실 : 사범대 본관 3층 323호 
T 063-270-2728
F 063-270-2737",
학과사무실,윤리교육과,,,,윤리교육과 사무실 위치 알려줘요,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,위치 띄워조. 윤리교육과야.,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사 연락처 필요,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사무실,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사무실 위치 알려줘,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사무실 어딨어?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,어디로 가야 윤리교육과 과사무실이야?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,과사 오브 윤리교육과,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사무실 연락처좀 알 수 있을까요?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사에 용건이 있는데,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,어디로 가야 윤리교육과 사무실이 있나요?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,어데있노 윤리교육과 과사?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,어디에 윤리교육과 과사가 있어요?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤리교육과 과사 위치 알려줘,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,알려줘요 윤교과 과사무실,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,사무실 오브 윤교과,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,알려달라 윤교과 삼실,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤교과 과사 어딨어?,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤교과 과사무실 위치 알려줘,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,윤리교육과,,,,윤교과 과사무실 위치 알려줘요,"사무실 : 진수당 교육연구동 3층 311호 
T 063-270-2753
F 063-270-2761",
학과사무실,일반사회교육과,,,,과사 위치 띄워. 일반사회교육과야,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 사무실 위치가 어디에요?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 과사무실 가려면 어떻게 해요?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 과사 전화번호 알려줘,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 과사 어디야?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 위치 과사무실,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,과사무실 오브 일반사회교육과,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 과사무실은 어딨는거야,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 사무실에 가고싶어,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 과사에 갈래,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 과사무실 ㅇㄷ,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,일반사회교육과 삼실 ㅇㄷ,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,나 일반사회교육과에 전화해야돼.,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,사교과 과사무실은 어디에 있죠?,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,사교과 사무실 ㅇㄷ,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,사교과 과사 어딨슈,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,사교과 사무실 찾고있엉,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,사교과 과사 위치,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,사교과 삼실 어딨냐,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,일반사회교육과,,,,어디로 가야 사교과 과사가 나오나,"사무실 : 진수당 교육연구동 4층 411호 
T 063-270-2765
F 063-270-2764",
학과사무실,지리교육과,,,,어데 지리교육과 과사가 있죠?,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,어디에 지리교육과 과사무실이 있는거죠?,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,급해요 급해 지리교육과 과사!!,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,과사무실 가는 길 알려줘 지리교육과,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,웨얼 이즈 지리교육과 과사?,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,위치좀 알려주라 지리교육과 사무실,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,삼실 가고 싶은데 지리교육과야.,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,삼실 위치 알려줘. 지리교육과,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지리교육과 과사는 어디로 가야돼?,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지리교육과 사무실 위치 딱 대,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지리교육과 과삼실 장소 알려줘,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지리교육과 과사 오디있엉??,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지리교육과 과사무실,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지교과 사무실 장소를 알려주십시오.,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지교과 과사 어디로 가야해?,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지교과 사무실 위치좀 알려줘,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지교과 과사가 어딨는지를 모르겠네,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
학과사무실,지리교육과,,,,지교과 사무실 장소를 모르겠어,"사무실 : 진수당 교육연구동 5층 520호 
T 063-270-2731
F 063-270-2730",
